,EEG Fpz-Cz_delta,EEG Fpz-Cz_theta,EEG Fpz-Cz_alpha,EEG Fpz-Cz_beta,EEG Fpz-Cz_gamma,EEG Pz-Oz_delta,EEG Pz-Oz_theta,EEG Pz-Oz_alpha,EEG Pz-Oz_beta,EEG Pz-Oz_gamma,subject,recording,epoch,label
19,0.5342067720345959,0.08238627481089095,0.015494293665776196,0.011000800918721337,0.0006982514788434329,0.4714547283767392,0.1498425888236962,0.022705057648918645,0.011177196404614733,0.0015772763864294792,0,1,19,3
20,0.4589334148505794,0.056678187512092214,0.01341215236851925,0.006098786769445656,0.0009000404882831319,0.4525831008029738,0.09816790864545123,0.016887614416091705,0.006183435953457743,0.0009535192635038155,0,1,20,4
21,0.5759820737930543,0.05836132685868401,0.010598747307774114,0.006473127418978968,0.00045694776706090793,0.45314869256149426,0.07083915474201138,0.01322713926876844,0.005972362244953885,0.0006842949310533031,0,1,21,4
22,0.5222583061387903,0.06055461833840478,0.011174920998075401,0.00607739162287875,0.0005223058026489795,0.505121905480085,0.11669823256865183,0.019212586440377988,0.0056679710645621325,0.0009631355677648505,0,1,22,4
23,0.5589758006767153,0.04968866505898617,0.010297867586224441,0.005350536054525843,0.00036479349993003896,0.5491889870761417,0.061750417671325795,0.010916939591308792,0.004353584659676689,0.0006418421452073618,0,1,23,4
24,0.5430066746514298,0.06935049116598262,0.007419254933003226,0.006319699107950799,0.0008007767122949095,0.4458278339340965,0.07327028825094585,0.00936782313116365,0.005168105488013688,0.0007210649703763683,0,1,24,4
25,0.5468164016092536,0.05468137307858394,0.010779510829868208,0.005051605229574811,0.0004059266689470852,0.47127140118869487,0.08338280232257735,0.011909894370396315,0.005281405072613442,0.0008753479245842871,0,1,25,4
26,0.5058399602444094,0.03922200396731964,0.010080134834244336,0.005317988379223514,0.00030862519172772043,0.4379704473183246,0.06273810612722311,0.012532322184789923,0.006197137527178017,0.0007396148772861431,0,1,26,4
27,0.5205217011790441,0.08467797064306092,0.013163648261254001,0.011525099455485409,0.0009349083640580689,0.44985245560377884,0.17102738293035702,0.036915635206467866,0.015653039589773772,0.0024508059979443846,0,1,27,3
28,0.46554825244283954,0.08148876260144912,0.011221448760773493,0.013631546595623864,0.001278390622832559,0.44720752343375897,0.1683136275285192,0.028383706217769755,0.014000689871073379,0.002264217905140134,0,1,28,2
29,0.5418542095711922,0.08617930885952405,0.01864572588570914,0.015235990815379985,0.0007868790464370176,0.42954700844351,0.10334020083476957,0.020891699489484786,0.008685279258809178,0.0010475219418788313,0,1,29,3
30,0.509437191316197,0.06566572460793502,0.01014578302462307,0.00668253827814265,0.0006233053801426008,0.5217819242150925,0.06650190188923889,0.014895147516504073,0.005949810164822066,0.0009824505660933924,0,1,30,3
31,0.5804572127859055,0.06109004301660319,0.011642799328143,0.010787285514378103,0.0005777746168166422,0.3745392608954478,0.11927988983535551,0.015807974506157313,0.011849336049350503,0.0013456979627795762,0,1,31,3
32,0.4938645077171883,0.0761626812628056,0.00936890525892088,0.006693355310222427,0.00060252419985368,0.5053669339826902,0.0923345861072534,0.013667685004046365,0.005289515375214455,0.0008032260922597646,0,1,32,4
33,0.48964349783128713,0.0728992518945538,0.009375363909374388,0.007285012820001905,0.0005291567269051997,0.5315488755156246,0.10781965440482741,0.018498612634880212,0.010595553626097825,0.0014182740665174445,0,1,33,4
34,0.4830076594228325,0.04507298895037376,0.007790409634072939,0.005155657457851969,0.0003287812942434848,0.4099283775084841,0.04900882025718542,0.008998201461736768,0.004328758996654044,0.0005126472508725169,0,1,34,4
35,0.4886305481216127,0.06601010655639053,0.009066862070367996,0.007339396285587539,0.0008411035449523962,0.44557067167449615,0.09277403499026306,0.010552750070580135,0.005847930747057629,0.0010028698241580636,0,1,35,2
36,0.5904207454800221,0.10763565485794882,0.02623645107063423,0.019816735320608403,0.002018717300987904,0.4894574327523813,0.15423049665310218,0.026235881445870298,0.015558357133472912,0.002334722886944422,0,1,36,2
37,0.5895301059651872,0.09725397656330333,0.015014548570014082,0.020629585301169876,0.0009267957988583937,0.44911857240613845,0.15140127987263235,0.0218245237704825,0.01717485598338912,0.0018370905412580076,0,1,37,2
38,0.4927731726162391,0.19692629004109255,0.02935474052015764,0.016834550837431395,0.0014722162343857913,0.4094860257005995,0.16355135565458565,0.03692696063984348,0.010449838837368372,0.001326722677319514,0,1,38,2
39,0.5036995053066384,0.0859922603487747,0.015159654444800252,0.011882177514195336,0.0013085985859169406,0.4343045367554493,0.16941637098367376,0.03911024454521045,0.0164318578726422,0.0029522445833179626,0,1,39,2
40,0.5132396058261873,0.17316398026152655,0.02127796252643805,0.032107851169249337,0.0026200589705457364,0.3866596914465587,0.26783839251896746,0.0485979061984455,0.030184654294914643,0.005006491894060767,0,1,40,2
41,0.5554164479000491,0.08396008783276272,0.02315480066133512,0.026859318866777032,0.0013240027174442452,0.45693680606725895,0.13393218126482087,0.028025653089682922,0.018193156076552367,0.001929764298760229,0,1,41,2
42,0.5370802252910198,0.0771351205243666,0.015302786817960547,0.01902066116019466,0.0008810527334132283,0.4917819229467042,0.10478526590593111,0.020114604229330292,0.013212191087738976,0.001705662334911971,0,1,42,3
43,0.5421036643737541,0.0889715083099845,0.02342628594810609,0.013237117032779907,0.0029814557658765853,0.4630902992082923,0.0994527448202921,0.01790304311547806,0.006906933809019062,0.001213106737880784,0,1,43,3
44,0.4479638633380808,0.11774954699736624,0.02113199140480329,0.010838617702041586,0.0012453313745460187,0.3853461513513118,0.09999778701779302,0.01574395150584196,0.006534153996648908,0.001223140085360691,0,1,44,3
45,0.5592224427394972,0.07707228641189223,0.01362257072078026,0.01600406347420406,0.0026093276098468265,0.4520734091063731,0.14996230787469975,0.038697331798144045,0.02097045710358968,0.0039614613780298335,0,1,45,2
46,0.6255643547787803,0.11194128556028828,0.01615870886514683,0.022550904185793544,0.0011649120803637297,0.5192542570413423,0.1149016790261723,0.0266990988188824,0.015512509352795644,0.0020242075711074782,0,1,46,2
47,0.6576901139293202,0.08930152932499677,0.016004300341577214,0.01697624431105415,0.0011627556685582395,0.5694256597085183,0.1319507150527028,0.028672876167473146,0.021552676239228012,0.002629242677090414,0,1,47,2
48,0.49117899165715795,0.08635193779867759,0.017301584487928772,0.017535407930452607,0.0012252140477586127,0.4329300013825625,0.12430605865831136,0.032642920548237246,0.019415543628381216,0.002697451838054497,0,1,48,2
49,0.5354422362177514,0.084161915442125,0.032387311818485816,0.012904613506269733,0.0008937600493577769,0.4015691938880993,0.10765480496082304,0.018573959307689618,0.011047843566381556,0.0012046900102437514,0,1,49,3
50,0.4729185429758291,0.07321262265606909,0.011363373450069646,0.010590904751010773,0.0007407276805957359,0.3462918504587889,0.10836377221746238,0.014159325373959733,0.010564936451578659,0.0012084147268910822,0,1,50,3
51,0.5572668239942676,0.08130922276899989,0.014133802417428582,0.011547271109494422,0.000783804950982167,0.4867421513905268,0.0844485631660642,0.012781661508389625,0.007782404785768735,0.0011355750419580802,0,1,51,3
52,0.5583075427298847,0.08821073408177843,0.017487460682846713,0.010755206987005267,0.0007131197038914905,0.5089714796218104,0.09209617368902287,0.014877774265746423,0.0073576593566661505,0.0012385772548808498,0,1,52,3
53,0.5124680087189196,0.04981994632421749,0.011770684125793069,0.006233067846952744,0.0004632062583079534,0.3977934169144369,0.05185790351577123,0.008565896463729789,0.0041886774259587865,0.0006808028052357251,0,1,53,4
54,0.42181171048049293,0.0516801645983192,0.009253870701189893,0.00434285931041223,0.00036731330350955936,0.4166905309366221,0.06655024141995096,0.010629609382981233,0.004148843962600685,0.0006706512798392892,0,1,54,4
55,0.5657947168604242,0.04418299008374227,0.008197606214931602,0.003754466267393879,0.00027953452945719815,0.4478958607515354,0.04539344101570507,0.008559085539304258,0.0030892568100323757,0.0005632073656633868,0,1,55,4
56,0.5206523416156926,0.06277031010559679,0.009824856898802227,0.005182849170087036,0.00036401853367502385,0.39312798331384463,0.07373701233655824,0.007905151996059595,0.003683590653523724,0.0005252712724474739,0,1,56,4
57,0.49258147099646854,0.07495006815023565,0.015434199054990579,0.018461795492792237,0.0008416984338640011,0.39816591285173586,0.11137918985222395,0.020047089660723338,0.01307579041643569,0.0015289581944430048,0,1,57,3
58,0.5100936657534706,0.07092180180799001,0.014599580402844675,0.01022882216044015,0.0006135626438735204,0.41829292128342516,0.06967195057763952,0.013762793086388067,0.006423565334500453,0.0009110820478771287,0,1,58,3
59,0.519970107422461,0.05827259790810675,0.012038093537594658,0.00909068585571152,0.00046052692104957233,0.386019356924482,0.06700644494169805,0.011760865414681583,0.006449554060248562,0.0009447831104935508,0,1,59,3
60,0.4902734125217919,0.05957853806078454,0.010109579096456425,0.004928840638716672,0.00033445655557553253,0.33039741460255295,0.05127608520604159,0.007545117944920451,0.0032514972212728185,0.0005212890750414908,0,1,60,4
61,0.48571868306900035,0.057811579774742036,0.010197125725774237,0.005473495081056498,0.0004075432888295389,0.43054601066042036,0.05742001915295189,0.011730309672394142,0.0051231834926398195,0.0007066980926242134,0,1,61,4
62,0.565036201643882,0.03951033050970346,0.008127761343374272,0.0033004267047124923,0.00024999131622667443,0.4675251793258103,0.04810843722397496,0.007971089015325849,0.003022654568066924,0.0005413516117668967,0,1,62,4
63,0.450523390218787,0.0480885015125867,0.011672544371583356,0.004710507490226952,0.0004050449875667981,0.40891991923934473,0.07739896394889176,0.015724736750484095,0.006445921833153132,0.000974389001519942,0,1,63,4
64,0.49673184973735746,0.052725064692794615,0.0115260718378946,0.0035053697355369555,0.0002868855726378703,0.3841422960831776,0.0568584501777388,0.007845628566969194,0.0033187747186915148,0.0005190569893666642,0,1,64,4
65,0.5621423108154928,0.050146434462486504,0.01584936242398644,0.005425196192049862,0.00031662226376302685,0.4094017087672828,0.06230121570565341,0.008890453900289525,0.0051901347652910474,0.000734542933633963,0,1,65,4
66,0.5084745145934503,0.03861538228280553,0.008420136523741753,0.003729165172068295,0.00023065316332638694,0.5047896852357895,0.06776745999177017,0.009236896231340615,0.004213389043284217,0.0006395172709725164,0,1,66,4
67,0.435006217425767,0.03430631388335219,0.007012070870630689,0.0029753469959522853,0.00019279914688807875,0.42615765322912924,0.0312080817311782,0.003640377729996586,0.0015980896140298884,0.00027481181688496567,0,1,67,4
68,0.5036030084933055,0.03627180569585613,0.008192510251890611,0.004496302419663403,0.00031551663814506994,0.4473505950876942,0.041419690567768966,0.005246684436184031,0.002714583407779465,0.0004987614024276381,0,1,68,4
69,0.5073539686176683,0.041975224027040396,0.012284987489684518,0.0030666648276790856,0.0002544572917450121,0.4162681028250047,0.038757465207523115,0.007235342026078209,0.002711661347418989,0.0005159097092172558,0,1,69,4
70,0.4215838251667196,0.029194906058196066,0.007563979512387225,0.0041686776190105424,0.0007124905107435995,0.46018238347938856,0.03826099214723173,0.0067723933332274255,0.0022556506102407304,0.0003850568947197655,0,1,70,4
71,0.5042573084360431,0.02916506626438836,0.008828518141955012,0.00247053840826668,0.00020903433442386865,0.3881991201601688,0.032324706212014824,0.006976708090874923,0.002591712965961571,0.00041523593202167806,0,1,71,4
72,0.5386826616251204,0.04097863147755145,0.008283208764136359,0.003682535260661631,0.00031420171864546465,0.5228771172287425,0.05355225688613088,0.00817553583281618,0.003825258274875302,0.0006415711898712125,0,1,72,4
73,0.5084958160663395,0.03835874485340649,0.009023925620514827,0.0034732919029446534,0.00023988199637388425,0.4492963428531278,0.05263149904425541,0.009084101985904225,0.0035050285000449563,0.0005370821402733486,0,1,73,4
74,0.5612903686479193,0.02746571700673207,0.007358382071816729,0.002366886727604682,0.0002959751465959785,0.5025527442964228,0.0560242729476176,0.006496304278439613,0.0023884797961349576,0.0005813398866838382,0,1,74,4
75,0.47502076236996876,0.03174270314769367,0.008112992373064608,0.002590496064584579,0.00022484315548940934,0.36079103183952704,0.033340746398402524,0.005911326051196795,0.002393612050947909,0.0004455416421227177,0,1,75,4
76,0.5365963142595805,0.02509018319246774,0.006095631568524713,0.0029662373291442935,0.00021149379421956462,0.4471325462484692,0.04486409694270922,0.006803965985412919,0.002919334131488246,0.0005348165139790614,0,1,76,4
77,0.41117081180525483,0.035198198876773744,0.009986648047671598,0.0031225562597204906,0.0003086359185095123,0.36843946753031115,0.03603843190837784,0.006654882842845787,0.0022275313465859813,0.0004953442419730119,0,1,77,4
78,0.48904474350608435,0.043141692912209116,0.013775635169821257,0.003227501365915063,0.0003288703215867319,0.36483555296612047,0.04123443602543249,0.007933623749689681,0.002973485533576918,0.00044774513752260565,0,1,78,4
79,0.4239468640402269,0.023280283251191573,0.0106836962577409,0.002603708173162111,0.00019404756179790906,0.46085314390153936,0.04667176642322806,0.00792075013186502,0.0031649375384200733,0.0004343950227908911,0,1,79,4
80,0.44323353464828863,0.030823147353140692,0.008808611699072343,0.0026382089333442916,0.0002465112000648705,0.3692941977378063,0.03505317198520302,0.005258775953468505,0.0021243072255769163,0.00041588634424115524,0,1,80,4
81,0.4365527251391623,0.03275282429168538,0.011245150785428122,0.0030851419326758727,0.00026304572780815456,0.41816133642861897,0.032129482769585875,0.006521686444750278,0.0024903530467944644,0.0003298102791212627,0,1,81,4
82,0.44232023266837445,0.04768561507039478,0.01227723782152338,0.0032652059993796005,0.0003054310878446874,0.4548117189655628,0.05311300370364186,0.009924960078754845,0.0032015817229123097,0.0006049739142154539,0,1,82,4
83,0.5699776054315824,0.04061723501131262,0.012670960811503712,0.0033330281304838187,0.0003871791945254833,0.46977560693933623,0.05881393542940436,0.007829476597893037,0.002795137126532918,0.0004981651608489897,0,1,83,4
84,0.4752459500275915,0.0304240628188574,0.00800288667213824,0.002188278420492055,0.0002325772006835861,0.3958052847845376,0.028413770654077714,0.005643381027826733,0.002004500847400166,0.0003665611775964487,0,1,84,4
85,0.42088198957793393,0.03288618517302416,0.00819928146039263,0.0026197909850362968,0.00022475810602981896,0.4964666451596333,0.03992799617293785,0.006062468029760067,0.0030125469536026283,0.0005093866897342205,0,1,85,4
86,0.40899323031921897,0.028888934324636472,0.008328055051896002,0.0017150257064884845,0.0001847100985605462,0.43002395105359714,0.028894013435526576,0.004262377023713913,0.0015204332041928584,0.000304830094229349,0,1,86,4
87,0.4307610903230714,0.03198305929258233,0.006748350176599773,0.0019072783215669882,0.00015576452614283153,0.43688151618555265,0.029734980824351012,0.005008252054110137,0.001959952227181483,0.0003125282930876287,0,1,87,4
88,0.5175024018297513,0.02802338928787508,0.006540443669189279,0.001944478620332217,0.00015822801406892913,0.4893664879185594,0.05388712568977421,0.007485547839183147,0.003320524544633499,0.0005467704769287259,0,1,88,4
89,0.49089725810570095,0.02848673998969059,0.007576373154652348,0.0018023981941539206,0.00015399889146972426,0.4983595484369854,0.05011731325084474,0.006705343659747517,0.0025168940046790505,0.00047953704852701133,0,1,89,4
90,0.49911593343868277,0.024523046917118447,0.004983120096418111,0.0014894131358560239,0.00018509790102220463,0.47372168933926184,0.03471210670132977,0.0049864002587177636,0.002416400553452827,0.00044241508616506156,0,1,90,4
91,0.5242451513185052,0.02359563483154284,0.005792747054004468,0.002633019341512556,0.000223460835591052,0.4723669655139949,0.04684231533637529,0.006853981757583176,0.003682734900495447,0.0007534381883885472,0,1,91,4
92,0.4935753088055967,0.03369239115189981,0.007310941667171682,0.003128232833964608,0.00030206848419960403,0.41568414183910773,0.04549280224582484,0.005389222004165807,0.002637460124032669,0.000534758308082174,0,1,92,4
93,0.4652753283464557,0.024371431668262836,0.004556378396227363,0.0020134924258526053,0.00015981548528585008,0.37293437224247966,0.03891142410174475,0.005076061525939257,0.002081053802062654,0.0005192610467105297,0,1,93,4
94,0.4790881175884323,0.036870809455930714,0.007404811581827238,0.002041859750983062,0.00023381179115903399,0.4120499229975446,0.05336766557063713,0.007221699062342685,0.002336827822395939,0.0005712835536502249,0,1,94,4
95,0.5184619359702661,0.03314024277945083,0.006742092528385987,0.00250083396075844,0.00016918181390844207,0.3938889747136147,0.034787528258256796,0.0056741267127457485,0.0021945125734842874,0.00037725882519072836,0,1,95,4
96,0.5171051479068856,0.03801314547831853,0.009333772400510656,0.0024222260077309305,0.00024328098137772907,0.4440669487716338,0.037501687760406806,0.006941500334555928,0.0019152376268279988,0.00047290179841687213,0,1,96,4
97,0.5513645065590663,0.03594736116928666,0.007109032106860025,0.0031894018703743,0.0002667786159349898,0.42154907844532125,0.03450421463394293,0.004932403629321353,0.0020095093989070567,0.0004812420025855193,0,1,97,4
98,0.4955010036775038,0.037481608932009795,0.007886179548796867,0.0022289616330408712,0.00022854320402962728,0.4513393335794878,0.023075258890675444,0.004322715084359134,0.0017727604484246,0.0004192890591534683,0,1,98,4
99,0.5478075861319286,0.03804000863383036,0.0074318936426604615,0.002529096518713473,0.00026712865756230863,0.4516346482609487,0.03559993183480588,0.005366879439490674,0.002159043357780679,0.0004790914296096227,0,1,99,4
100,0.4646622005975935,0.036072263925461485,0.011747453561694775,0.0033511020721404107,0.00024697224350446326,0.4501059909255257,0.03557111048313392,0.007019010581704602,0.0025354031813256115,0.0004928157895414301,0,1,100,4
101,0.4871741746162345,0.0367116047813078,0.009094879723859191,0.0028152050035564354,0.000244614803185374,0.45367410075267306,0.039195294285820956,0.007353063224057778,0.0021379678646766065,0.00046965666902146994,0,1,101,4
102,0.4887851396116138,0.036226713709640534,0.010287075007702212,0.0030084969828468064,0.00023447540368330824,0.4191303545580182,0.03769932402431106,0.006261862103061029,0.0030126258013181586,0.00040561168933081476,0,1,102,4
103,0.45991995770277116,0.032383169223435905,0.0063304301224454415,0.002394046890466453,0.00020819949641922295,0.4527240712466099,0.025595944414774512,0.0048964474113872124,0.0018290529070918895,0.00023404041174057444,0,1,103,4
104,0.4397317561602336,0.03433531030105935,0.007251504948614041,0.0029627179145955518,0.0002323190218864307,0.34785985228620553,0.0327588068327378,0.004694031554260303,0.001963865576967079,0.00024468224323958475,0,1,104,4
105,0.46341881207549046,0.024067733644585622,0.008301067422039142,0.0019299964407309656,0.00019559989048117883,0.39747208647988364,0.04958810317758696,0.007434996327956172,0.002188606051258713,0.00032234945590714183,0,1,105,4
106,0.46125135172458004,0.032269620221126,0.005542160283342652,0.0014724076370741445,0.00013531919268336667,0.3959606322432977,0.029877911031531517,0.005528702889540258,0.00183153747600407,0.00022557764209095286,0,1,106,4
107,0.5662103977168848,0.028062542294014704,0.006549882634248331,0.002308954426852796,0.00017720871858272448,0.4937580682750212,0.04083813452342386,0.006886498626639593,0.0029703435764907495,0.000350944816266592,0,1,107,4
108,0.4632265537556819,0.03335599405662157,0.005798943155168282,0.002328596972910905,0.00016695375943152267,0.3965613544689964,0.041276350249173525,0.00460166526056462,0.002334074718815089,0.00026845290684556264,0,1,108,4
109,0.4955478835197518,0.0290205603999041,0.004621648518498095,0.0018892963923125142,0.0001537227216178204,0.40912474299194,0.03717203203896364,0.005137358588090494,0.002139002326587216,0.0002995871259753668,0,1,109,4
110,0.49505902810034774,0.02860656504378063,0.004730688563671656,0.0017638460007631672,0.0001520197101574481,0.3586540928060584,0.021623703667662315,0.003860314007494403,0.0013935282835491115,0.00021969827009977162,0,1,110,4
111,0.46276224408271166,0.027491666654521688,0.0053931155271777,0.0016408523702660031,0.00017374327919862843,0.4314546121739588,0.03998665904739646,0.005264092213123229,0.0019715424524222257,0.00030863334123816977,0,1,111,4
112,0.4374292711109821,0.028651116889624257,0.0066078046725869,0.0030982779997219285,0.00018244283514557555,0.4428672398188477,0.05232904463462851,0.009211747651469687,0.0036144274553876845,0.00045051540492535905,0,1,112,4
113,0.4033652325053423,0.03239931156390614,0.00803422810382252,0.0023857818150082775,0.0002113138331166959,0.3640615599742478,0.05830430932855667,0.007543676038538819,0.003167311752636254,0.00057151140553877,0,1,113,4
114,0.5223695119649981,0.0415432369241419,0.012765365286847243,0.00208582304965237,0.00029956533108721153,0.41767291647639476,0.036506478030190935,0.00684752311185345,0.00227217665797648,0.00045797791886940763,0,1,114,4
115,0.44879768197511455,0.028220004691982437,0.006324795801096892,0.0025242720563940016,0.00021299652345934257,0.40799036865104626,0.04025595410438664,0.005942886855976156,0.002815026674236475,0.0006354599716547142,0,1,115,4
116,0.4349054664168956,0.030349911643162537,0.00868223335832978,0.0029014798185635665,0.00024366839666906882,0.5147743228720095,0.057150023003221966,0.01117109167791646,0.0031757753756023683,0.000618980440972364,0,1,116,4
117,0.44786118472435077,0.023666166010495666,0.005975023784184844,0.002325441475157712,0.00015223938326537888,0.40981488057465004,0.030765754598595443,0.005975346830872016,0.0024228912172030498,0.00047474924909129496,0,1,117,4
118,0.45963173422169706,0.02839963642548628,0.00686806746549376,0.0025544151071996606,0.00020464271444329968,0.43299509797436136,0.0455669113017994,0.006484738950245743,0.0025636506866301987,0.0005905910049385984,0,1,118,4
119,0.5563670749678583,0.030344056544989763,0.005344905156846944,0.0020560304250035496,0.0002285193997901472,0.5022395899208846,0.03891978588406865,0.004926298803192015,0.00201327276331471,0.00045926507223020775,0,1,119,4
120,0.4253215476833525,0.0321297843528921,0.005621307620336749,0.002289887926255154,0.00023434931923106963,0.3670452767913947,0.031444945152596056,0.004946259584525376,0.0020317665038508083,0.000422331139982574,0,1,120,4
121,0.5181025210860836,0.04431493745501549,0.01221839983647065,0.010793439623208532,0.007763488221623986,0.3945341578675835,0.04665876897106431,0.013745071671547024,0.0054511173682004225,0.00410871494833248,0,1,121,4
122,0.527987456113208,0.08023136650772576,0.01138588761098196,0.007395218001858051,0.0015429910597431218,0.44065381810084037,0.15347979068982417,0.020689301707946823,0.01134334412626432,0.003234323175059182,0,1,122,3
123,0.5753677923765511,0.1117129608983721,0.008410441847703154,0.005602778863448868,0.0007438359104838183,0.4356345307292939,0.16640541709453027,0.017201585954375754,0.010068474128179246,0.002312595524567088,0,1,123,3
124,0.5364418507283436,0.1319643343998652,0.012085801622983327,0.008975116821617156,0.0009527641376008705,0.42064216370764584,0.16280969752463345,0.015575149837699018,0.009159385776077611,0.0020595845490530484,0,1,124,3
125,0.3941076393957798,0.13316091316681217,0.011286562401471084,0.008162351114999248,0.0009858747637821019,0.42801678242169405,0.16783578778926225,0.02415194761155685,0.015925075988354433,0.0026880649519049893,0,1,125,3
126,0.4831340649813279,0.14315674374971946,0.011185446422299709,0.008154358716511427,0.0011280647119004637,0.38519523165101766,0.19179149335429052,0.01902447818810531,0.012225348219468675,0.0023987750165106896,0,1,126,3
127,0.5812389518267825,0.08377634147439746,0.010027292322243538,0.008268163943622963,0.0009746202807121092,0.36620092218381145,0.1036773763285361,0.02129904408712273,0.012316707130500018,0.002173383380830426,0,1,127,3
128,0.5261568511415138,0.09669674881913735,0.015570418124949637,0.015966217874188966,0.0011108282381674774,0.4648196440015251,0.14007771670328809,0.025645383920131826,0.01629227888492775,0.0022846615354137102,0,1,128,2
129,0.4840044203370863,0.15024605799476848,0.013406187800745834,0.01688426243649526,0.0007996104410835203,0.4223153240774219,0.16496954951265352,0.019491042462088787,0.016316001794106787,0.0012430134439616611,0,1,129,3
130,0.4879439305351445,0.13417409339440123,0.010295299418437154,0.008098122669503703,0.0005556252151831429,0.42428924532878376,0.1285311246424724,0.014884580159235614,0.009753382103860604,0.0009357994102762084,0,1,130,3
131,0.4853981890999275,0.20502258792976255,0.019676542811147356,0.01753208346304721,0.0014842353855379414,0.3581978346949738,0.23392569428900234,0.037819642696863824,0.023206886467230237,0.002818259385553236,0,1,131,2
132,0.4388555248103044,0.20745516506401876,0.01639394179756614,0.018076048495249453,0.007958605051995719,0.32804786400018776,0.2811319619637107,0.0380055619868844,0.02141334487099934,0.006558363170639977,0,1,132,2
133,0.304583252661125,0.3168402234169357,0.02873004675325599,0.043089802840755184,0.020643353514171972,0.2901050278246538,0.252882288389893,0.04084685156266373,0.022578075517281165,0.010401540708021255,0,1,133,2
